,시군명,식당,식당_영문명,최후의음식,위도,경도
0,가평군,가평(춘천방향)휴게소 한식당,gapyeong(chuncheonbanghyang)hyugeso hansigdang,0,37.7015856,127.5464997
1,가평군,해낙전 철판,haenagjeon cheolpan,닭갈비,37.7171036,127.4584774
2,가평군,일가가마솥설렁탕,ilgagamasotseolleongtang,곰탕_설렁탕,37.8227595,127.3400396
3,가평군,이경숙할머니음식점,igyeongsughalmeonieumsigjeom,"장어구이, 매운탕",37.7023349,127.3964853
4,가평군,늘 봄,neul bom,갈비구이,37.8347635,127.5100002
5,가평군,미락무교동낚지,milag mugyodongnagji,0,37.8153482,127.501577
6,가평군,가평축협 한우명가,gapyeongchughyeob han-umyeong-ga,갈비구이,37.8158443,127.5161283
7,가평군,장군숯불구이,jang-gunsuchbulgu-i,갈비구이,37.8304558,127.5123561
8,가평군,두메산골식당,dumesangolsigdang,불고기,37.7598549,127.3955416
9,가평군,가평(서울방향)휴게소 한식당,(ju)lapeseutasiheungbaegoj-jeomkkochmaleumjyuseusigseu,0,37.7030791,127.5449911
10,가평군,한촌설렁탕,hanchonseolleongtang,곰탕_설렁탕,37.6725071,127.4876412
11,가평군,종점가든,jongjeomgadeun,칼국수,37.5953195,127.4903105
12,가평군,들풀,andongjangteosogogigugbab(gimpodaegoj-jeom),0,37.6710547,127.5031942
13,가평군,소양강숯불닭갈비,soyang-gangsuchbuldalg-galbi,닭갈비,37.6749489,127.4984482
14,가평군,산이좋은사람들,san-ijoh-eunsalamdeul,0,37.8660319,127.3491805
15,가평군,풍년회관,pungnyeonhoegwan,삼계탕,37.8204579,127.3477068
16,가평군,빗고개청국장,bisgogaecheong-gugjang,0,37.785736,127.4635528
17,가평군,가평축협 한우명가(설악지점),gapyeongchughyeob han-umyeong-ga(seol-agjijeom),갈비구이,37.6766156,127.4941405
18,고양시,성석골남원추어탕,seongseoggolnam-wonchueotang,추어탕,37.6831258,126.7917956
19,고양시,청정바지락칼국수,cheongjeongbajilagkalgugsu,칼국수,37.6737073,126.7753751
20,고양시,청목,cheongmog,0,37.6576893,126.7713555
21,고양시,단스시일산점,danseusiilsanjeom,0,37.6582698,126.7733483
22,고양시,장수관,jangsugwan,0,37.6822644,126.7790106
23,고양시,장충동한양할머니족발,jangchungdonghan-yanghalmeonijogbal,족발,37.6468523,126.7864934
24,고양시,뿅의 전설,ppyong-ui jeonseol,짬뽕,37.6746867,126.7834881
25,고양시,영희네김밥,yeonghuinegimbab,김밥,37.6869902,126.7185243
26,고양시,궁돌아구해물찜,gungdol-aguhaemuljjim,0,37.6930725,126.7725721
27,고양시,소백산,gaeseongsonmandu(pyeongtaegjeom),갈비구이,37.6757979,126.7490705
28,고양시,의정부부대찌개,uijeongbubudaejjigae,0,37.6826824,126.7761865
29,고양시,뽕잎사랑일산    후곡점,ppong-ipsalang-ilsan    hugogjeom,0,37.6795472,126.7626043
30,고양시,본일산오리구이,bon-ilsan-oligu-i,훈제오리,37.6861509,126.7714031
31,고양시,아바이토종순대국,abaitojongsundaegug,0,37.6768757,126.7475139
32,고양시,서우샤브샤브,seousyabeusyabeu,0,37.6454981,126.8963948
33,고양시,심정한정식,simjeonghanjeongsig,제육볶음,37.6418878,126.8496173
34,고양시,뚜띠쿠치나,ttuttikuchina,0,37.6219453,126.8465886
35,고양시,금수강산,geumsugangsan,0,37.7104876,126.8995567
36,고양시,보인삼계탕,boinsamgyetang,삼계탕,37.6335747,126.8320631
37,고양시,포항물회,pohangmulhoe,추어탕,37.6234411,126.8467327
38,고양시,고향토종돌솥밥순대국,gohyangtojongdolsotbabsundaegug,0,37.626382,126.8181236
39,고양시,빵을요리하다,ppang-eul-yolihada,0,37.6429108,126.8852607
40,고양시,초애삼계탕,choaesamgyetang,삼계탕,37.6460809,126.8523961
41,고양시,유성국내산한돈전문점,yuseong-gugnaesanhandonjeonmunjeom,삼겹살,37.6517982,126.8892242
42,고양시,팬브레드,paenbeuledeu,0,37.6423299,126.8501489
43,고양시,전주콩나루콩나물국밥 삼송점,jeonjukongnalukongnamulgugbab samsongjeom,0,37.6448305,126.8772016
44,고양시,에덴그린농원,edengeulinnong-won,장어구이,37.600412,126.8273489
45,고양시,달빛소나타,dalbichsonata,갈비구이,37.6565174,126.834821
46,고양시,우정가든,ujeong-gadeun,0,37.6028645,126.8225983
47,고양시,족의발견,sin-uijusundaeilsanbonga,족발,37.6536057,126.8769828
48,고양시,엄지양꼬치,seungjam-won,0,37.7087696,126.9028591
49,고양시,장뜰쌈밥,jangtteulssambab,제육볶음,37.6410233,126.8431269
50,고양시,금가네들꽃밥상(원흥점),geumganedeulkkochbabsang(wonheungjeom),0,37.6246618,126.8726478
51,고양시,팬브레드 원흥점,paenbeuledeu wonheungjeom,0,37.6491616,126.8747807
52,고양시,쥐눈이콩마을,jwinun-ikongma-eul,불고기,37.6698522,126.8554198
53,고양시,동대문닭한마리·찜닭,dongdaemundalghanmali·jjimdalg,삼계탕,37.6533268,126.8773346
54,고양시,서울갈비탕,seoulgalbitang,갈비탕,37.6562718,126.833201
55,고양시,옥루,oglu,"짜장면, 짬뽕",37.6234145,126.8339328
56,고양시,우행골,uhaeng-gol,0,37.6221074,126.8465429
57,고양시,원흥닭한마리,wonheungdalghanmali,삼계탕,37.6300844,126.8714489
58,고양시,장고깃집성사점,jang-gogisjibseongsajeom,갈비구이,37.6416639,126.8506488
59,고양시,한양산장,han-yangsanjang,0,37.6504369,126.8632543
60,고양시,한양탕탕집,han-yangtangtangjib,곰탕_설렁탕,37.6482678,126.8576494
61,고양시,일산칼국수,ilsankalgugsu,칼국수,37.6704388,126.7860169
62,고양시,신의주순대일산본가,alijona,0,37.6822909,126.7787384
63,고양시,청수칡냉면,cheongsuchilgnaengmyeon,"물냉면, 비빔냉면",37.6471019,126.7801813
64,고양시,신촌서서갈비집,sinchonseoseogalbijib,갈비구이,37.6466885,126.7807717
65,고양시,노바랍스타(NOVA LOBSTAR),nobalabseuta(NOVA LOBSTAR),0,37.6745427,126.7836019
66,고양시,다람쥐마을누룽지백숙,dalamjwima-eulnulungjibaegsug,0,37.6731022,126.7890922
67,고양시,고향초가집,gohyangchogajib,0,37.6732997,126.7886836
68,고양시,양수가든,yangsugadeun,갈비구이,37.6670749,126.7747379
69,고양시,등촌샤브칼국수(주),deungchonsyabeukalgugsu(ju),칼국수,37.6677696,126.7752345
70,고양시,(주)가나안덕,(ju)ganaandeog,훈제오리,37.6722166,126.7925746
71,고양시,삼보가든,sambogadeun,갈비구이,37.6591319,126.7673279
72,고양시,차이니즈레스토랑Xin(신),chainijeuleseutolangXin(sin),"짜장면, 짬뽕",37.6697977,126.7902125
73,고양시,명가누룽지,myeong-ganulungji,0,37.677489,126.7935686
74,고양시,아사히,asahi,0,37.6535184,126.7762979
75,고양시,힐사이드,hilsaideu,0,37.6982641,126.7980911
76,고양시,아소산,migachamchi,0,37.6590983,126.7825933
77,고양시,옛골시골밥상,yesgolsigolbabsang,0,37.6709625,126.791626
78,고양시,황선,hwangseon,"짜장면, 짬뽕",37.655768,126.7748179
79,고양시,연화산,yeonhwasan,"짜장면, 짬뽕",37.7084536,126.7927898
80,고양시,양수면옥,yangsumyeon-og,갈비구이,37.6706562,126.7916269
81,고양시,신선설농탕,sinseonseolnongtang,곰탕_설렁탕,37.6436841,126.7882362
82,고양시,금송아지,geumsong-aji,갈비구이,37.6694636,126.7897941
83,고양시,국가네감자탕.찹쌀순대,gugganegamjatang.chabssalsundae,감자탕,37.6631583,126.7669071
84,고양시,전계능쇠고기따로국밥,jeongyeneungsoegogittalogugbab,곰탕_설렁탕,37.6604396,126.7680151
85,고양시,청춘구락부,cheongchungulagbu,갈비구이,37.6637967,126.7662364
86,고양시,최지안의우리밥상(고봉산춘천메밀막국수),choejian-uiulibabsang(gobongsanchuncheonmemilmaggugsu),막국수,37.6831258,126.7917956
87,고양시,호수양곱창구이,hosuyang-gobchang-gu-i,0,37.6714931,126.7812419
88,고양시,육꼬집,yugkkojib,갈비구이,37.6596283,126.7677683
89,고양시,25시양평해장국,25siyangpyeonghaejang-gug,0,37.6703465,126.7487944
90,고양시,금문(가좌점),geummun(gajwajeom),"짜장면, 짬뽕",37.6917654,126.7223269
91,고양시,순이네연탄갈비,yeoulmog,갈비구이,37.6939858,126.7696554
92,고양시,올리코(all RICO),olliko(all RICO),피자,37.6713252,126.7472722
93,고양시,귀품찬,gwipumchan,갈비탕,37.6685431,126.7654053
94,고양시,더(THE)김치독,deo(THE)gimchidog,0,37.6698536,126.7500429
95,고양시,계절밥상,gyejeolbabsang,0,37.6643761,126.7544363
96,고양시,새천년부페컨벤션웨딩센타,saecheonnyeonbupekeonbensyeon-wedingsenta,0,37.6422689,126.7878437
97,고양시,마님,manim,훈제오리,37.6712667,126.7904577
98,고양시,LA북창동 순두부 일산장항점,LAbugchangdong sundubu ilsanjanghangjeom,0,37.6566476,126.7731153
99,고양시,굼터,gumteo,훈제오리,37.6726312,126.7926754
100,고양시,양수가든(풍동점),yangsugadeun(pungdongjeom),갈비구이,37.6678223,126.7990928
101,고양시,포시즌,posijeun,"짜장면, 짬뽕",37.6614346,126.7745965
102,고양시,한탄강,hantangang,매운탕,37.687742,126.7935965
103,고양시,카페필리아,kapepillia,피자,37.6697977,126.7902125
104,고양시,고봉산 칼국수,gobongsan kalgugsu,칼국수,37.7190434,126.7897089
105,고양시,동원참치일산동구청점,dong-wonchamchiilsandong-gucheongjeom,0,37.6576849,126.7737127
106,고양시,홍성원,hongseong-won,"짜장면, 짬뽕",37.6498025,126.7936803
107,고양시,전가복,jeongabog,"짜장면, 짬뽕",37.6736305,126.777631
108,고양시,베이징,beijing,"짜장면, 짬뽕",37.6606005,126.7719358
109,고양시,한양컨트리클럽,han-yangkeonteulikeulleob,제육볶음,37.6565168,126.8545056
110,고양시,놀부부대찌개,nolbubudaejjigae,0,37.633052,126.831951
111,고양시,조마루뼈다귀전문점,jomaluppyeodagwijeonmunjeom,감자탕,37.6553818,126.8345403
112,고양시,무봉리토종순대국 주교직영점,mubonglitojongsundaegug jugyojig-yeongjeom,0,37.6569326,126.8353414
113,고양시,고깃집수림원,gogisjibsulim-won,갈비구이,37.6445498,126.8393123
114,고양시,참이맛뼈다귀전문점,cham-imasppyeodagwijeonmunjeom,감자탕,37.6232199,126.8364819
115,고양시,태능숯불갈비,taeneungsuchbulgalbi,갈비구이,37.6173339,126.8346488
116,고양시,하루방,halubang,갈비구이,37.6537196,126.8378417
117,고양시,중화반점,junghwabanjeom,"짜장면, 짬뽕",37.6544676,126.8379533
118,고양시,돈풍김치삼겹살,donpung-gimchisamgyeobsal,삼겹살,37.6565487,126.8378467
119,고양시,어울림한정식,eoullimhanjeongsig,제육볶음,37.6639355,126.850422
120,고양시,옛골시골밥상원당점,yesgolsigolbabsang-wondangjeom,0,37.6639355,126.850422
121,고양시,더고기창고,deogogichang-go,갈비구이,37.6186106,126.8457574
122,고양시,제주돌돗촌,jejudoldoschon,삼겹살,37.6183324,126.8335138
123,고양시,쌈좋고,ssamjohgo,제육볶음,37.6592429,126.7828196
124,고양시,상하이문,sanghaimun,"짜장면, 짬뽕",37.6769899,126.8127611
125,고양시,한라산,hanlasan,삼겹살,37.7004544,126.798652
126,고양시,일산불고기,ilsanbulgogi,불고기,37.6668516,126.7902322
127,고양시,마스터쉬림프,maseuteoswilimpeu,피자,37.673103,126.789489
128,고양시,메밀꽃이피었습니다,memilkkoch-ipieossseubnida,0,37.7235419,126.7912386
129,고양시,24시 동대구탕,24si dongdaegutang,0,37.6711854,126.78054
130,고양시,계절밥상 일산점,gyejeolbabsang ilsanjeom,0,37.655273,126.7751027
131,고양시,가인채(홈플러스 일산점),gainchae(hompeulleoseu ilsanjeom),0,37.6589637,126.7688243
132,고양시,진사골탕전문점,jinsagoltangjeonmunjeom,곰탕_설렁탕,37.6767378,126.8128978
133,고양시,풍무 양고기,pungmu yang-gogi,0,37.659822,126.7700456
134,고양시,오케이칼국수,okeikalgugsu,칼국수,37.7230412,126.7933724
135,고양시,일산면옥,ilsanmyeon-og,"물냉면, 비빔냉면",37.6935175,126.7697702
136,고양시,유일설렁탕,yuilseolleongtang,곰탕_설렁탕,37.694567,126.7766266
137,고양시,몽돌해물탕,mongdolhaemultang,0,37.6709929,126.7519659
138,고양시,산채촌,sanchaechon,불고기,37.6719325,126.7489364
139,고양시,무봉리토종,mubonglitojong,0,37.6989296,126.7595142
140,고양시,원조쌈밥,wonjossambab,제육볶음,37.6704915,126.7621007
141,고양시,이가네김치찜본점,iganegimchijjimbonjeom,0,37.645906,126.7862922
142,고양시,야구장농원,yagujangnong-won,훈제오리,37.6971016,126.8198191
143,고양시,마실촌,masilchon,불고기,37.6691854,126.7903729
144,고양시,참치 명가,chamchi myeong-ga,0,37.6645736,126.7672993
145,고양시,라벤하임,labenhaim,피자,37.6712667,126.7904577
146,고양시,바우숯불갈비,bausuchbulgalbi,갈비구이,37.7112591,126.7847639
147,고양시,엄마손맛집,sinseoggisuchbul-iyagi,감자탕,37.7048999,126.8172939
148,고양시,안,an,제육볶음,37.6614346,126.7745965
149,고양시,사리현털레기매운탕,salihyeonteollegimaeuntang,매운탕,37.6932898,126.8376746
150,고양시,태백닭갈비아구찜,taebaegdalg-galbiagujjim,닭갈비,37.682964,126.7919548
151,고양시,소갈비살엔쿡(& Cook),sogalbisal-enkug(& Cook),갈비구이,37.6381905,126.8340126
152,고양시,장수촌,jangsuchon,훈제오리,37.6882642,126.852481
153,고양시,양촌리,yangchonli,갈비구이,37.6307473,126.8332025
154,고양시,서해해물칼국수,seohaehaemulkalgugsu,칼국수,37.6352971,126.8330901
155,고양시,송가밀쌈시대,song-gamilssamsidae,삼겹살,37.6235535,126.836651
156,고양시,마포생갈비,maposaeng-galbi,삼겹살,37.6214385,126.8448679
157,고양시,일산부대찌개생삼겹,ilsanbudaejjigaesaengsamgyeob,0,37.6597962,126.8407635
158,고양시,목우촌웰빙마을 풍동애니골점,mog-uchon-welbingma-eul pungdong-aenigoljeom,삼겹살,37.6712667,126.7904577
159,고양시,마니산산채,manisansanchae,떡갈비,37.6998146,126.7163209
160,고양시,대동관,daedong-gwan,"물냉면, 비빔냉면",37.6535184,126.7762979
161,고양시,쿠우쿠우 일산호수점,kuukuu ilsanhosujeom,0,37.654715,126.7707981
162,고양시,남원추어탕,nam-wonchueotang,추어탕,37.6934005,126.7698159
163,고양시,베이징코야,beijingkoya,"짜장면, 짬뽕",37.667321,126.7670186
164,고양시,108@돌삼겹,108@dolsamgyeob,삼겹살,37.6930725,126.7725721
165,고양시,대원갈비,daewongalbi,갈비구이,37.6824289,126.7575503
166,고양시,훼미리부대찌개&생삼겹,hwemilibudaejjigae&saengsamgyeob,0,37.6831811,126.7553258
167,고양시,산골정육점식당,sangoljeong-yugjeomsigdang,삼겹살,37.6685431,126.7654053
168,고양시,의정부부대찌개,uijeongbubudaejjigae,0,37.6705978,126.7483515
169,고양시,요리남궁,yolinamgung,"짜장면, 짬뽕",37.6820421,126.7535498
170,고양시,명동칼국수     (킨텍스점),manduyechan,칼국수,37.6643761,126.7544363
171,고양시,청정칼국수쭈꾸미,gaehwasigdang,칼국수,37.6709597,126.7368229
172,고양시,황치칼국수,hwangchikalgugsu,"칼국수, 제육볶음",37.6707075,126.7490765
173,고양시,올반킨텍스점,olbankintegseujeom,0,37.6614886,126.7440193
174,고양시,칭찐,lan-inejib,"짜장면, 짬뽕",37.6704645,126.7492134
175,고양시,이바돔감자탕(고양행신점),ibadomgamjatang(goyanghaengsinjeom),감자탕,37.6139459,126.8344299
176,고양시,더하루1,deohalu1,0,37.6491616,126.8747807
177,고양시,행주여행밀면,haengjuyeohaengmilmyeon,막국수,37.6051638,126.8237931
178,고양시,임가네한우마을 원흥,imganehan-uma-eul wonheung,갈비구이,37.6349676,126.871395
179,고양시,개성손만두고양점,gaeseongsonmandugoyangjeom,0,37.6483854,126.8580684
180,고양시,여러분면옥,yeoleobunmyeon-og,"물냉면, 비빔냉면",37.6577974,126.8290385
181,고양시,일미리금계찜닭 행신점,ilmiligeumgyejjimdalg haengsinjeom,닭갈비,37.6181963,126.8458942
182,고양시,관훈하우스,gwanhunhauseu,0,37.6727437,126.7901021
183,고양시,두리원,duliwon,0,37.7119566,126.812978
184,고양시,들안길,deul-angil,갈비찜,37.6755429,126.7935741
185,고양시,도도해,dodohae,0,37.6539352,126.7775432
186,고양시,잎새,ipsae,제육볶음,37.6759582,126.7940716
187,고양시,뻬뽈리(peppoli),ppeppolli(peppoli),피자,37.6931845,126.7745673
188,고양시,서정돌솥순대국,seojeongdolsotsundaegug,0,37.6861818,126.7233229
189,고양시,"놀부보쌈, 족발 대화점","nolbubossam, jogbal daehwajeom","보쌈, 족발",37.6758744,126.7469619
190,고양시,양평해장국,yangpyeonghaejang-gug,0,37.6669909,126.7269878
191,고양시,여의주정통      중화요리,yeouijujeongtong      junghwayoli,"짜장면, 짬뽕",37.7015933,126.7332096
192,고양시,우리하누정육식당,ulihanujeong-yugsigdang,삼겹살,37.7005939,126.7335194
193,고양시,능이버섯백숙·  삼계탕벅벅가든 일산점,neung-ibeoseosbaegsug·  samgyetangbeogbeoggadeun ilsanjeom,삼계탕,37.66991,126.7511535
194,고양시,굴토리,gultoli,0,37.6710999,126.7472163
195,고양시,청수면옥,cheongsumyeon-og,"물냉면, 비빔냉면",37.6711266,126.7471029
196,고양시,소메르,someleu,0,37.671458,126.7589352
197,고양시,화로구이,odusanmaggugsu(tong-illojig-yeongjeom),갈비구이,37.6823516,126.7775139
198,고양시,본가갈비,bongagalbi,갈비구이,37.6914331,126.7506839
199,고양시,돈치돈치두루치기 본점,donchidonchiduluchigi bonjeom,제육볶음,37.6696572,126.7638829
200,고양시,토담골,(ju)sinhwaaipudeucheongdambongalbigwangmyeongjijeom,불고기,37.667321,126.7670186
201,고양시,한스떡갈비,hanseutteoggalbi,떡갈비,37.6717422,126.7484609
202,고양시,차봉호돈까스,chabonghodonkkaseu,0,37.6717667,126.7472934
203,고양시,우리네코다리,ulinekodali,0,37.6709038,126.7482144
204,과천시,초당순두부,chodangsundubu,0,37.4371369,127.0246331
205,과천시,놀부부대찌개,nolbubudaejjigae,0,37.426885,126.9919456
206,과천시,장터한식집,jangteohansigjib,0,37.4371369,127.0246331
207,과천시,무교동낙지,deomanjoghae(The manjoghae),산낙지,37.4267499,126.9924993
208,과천시,장미의언덕,jangmiuieondeog,갈비구이,37.4371369,127.0246331
209,과천시,김가네갈비,gimganegalbi,갈비구이,37.435463,126.9991645
210,과천시,마산해물찜,masanhaemuljjim,0,37.426885,126.9919456
211,과천시,무교동서린낙지,mugyodongseolinnagji,산낙지,37.4274707,126.9924427
212,과천시,경마장오리집,gyeongmajang-olijib,훈제오리,37.4409409,127.0103285
213,과천시,그램그램과천점,geulaemgeulaemgwacheonjeom,갈비구이,37.4281915,126.9924765
214,과천시,일 조,il jo,0,37.426885,126.9919456
215,과천시,키즈팔래스,kijeupallaeseu,0,37.4371369,127.0246331
216,과천시,내고향가마솥,naegohyang-gamasot,삼계탕,37.4485454,127.0089732
217,광명시,용갈비,yong-galbi,갈비구이,37.4898989,126.8623212
218,광명시,삼학도,duliuijeongbubudaejjigae,0,37.4743741,126.8695628
219,광명시,대가볼테기,daegaboltegi,0,37.4751843,126.8689848
220,광명시,대감,daegam,0,37.475519,126.8700921
221,광명시,북촌삼대갈비하안점,bugchonsamdaegalbihaanjeom,갈비구이,37.4607981,126.879703
222,광명시,줄줄이 한식부페,juljul-i hansigbupe,갈비구이,37.4794836,126.8551503
223,광명시,잇츠찜이야기,ischeujjim-iyagi,0,37.4784002,126.8533435
224,광명시,촌목장생고기집,chonmogjangsaeng-gogijib,제육볶음,37.4381339,126.8939549
225,광명시,(주)신화아이푸드청담본갈비광명지점,(ju)sinhwaaipudeucheongdambongalbigwangmyeongjijeom,갈비구이,37.4517706,126.8639635
226,광명시,임진강민물장어,imjingangminmuljang-eo,장어구이,37.4615744,126.8811259
227,광명시,무아지경,muajigyeong,갈비구이,37.4786272,126.8547336
228,광명시,월드인삼참치,woldeu-insamchamchi,0,37.4745992,126.8694606
229,광명시,마산아구찜,masan-agujjim,0,37.4746799,126.8690648
230,광명시,장수촌,jangsuchon,삼계탕,37.4520725,126.8602108
231,광명시,양천뼈다귀,yangcheonppyeodagwi,감자탕,37.4739597,126.8696201
232,광명시,명품,myeongpum,"짜장면, 짬뽕",37.4782684,126.8634848
233,광명시,소하리순대국,sohalisundaegug,0,37.4352431,126.8860384
234,광명시,김명태(광명점),gimmyeongtae(gwangmyeongjeom),0,37.4797613,126.8538156
235,광명시,아귀가손맛났네,agwigasonmasnassne,0,37.4816559,126.8558696
236,광명시,어다리횟집,eodalihoesjib,0,37.4759917,126.865931
237,광명시,종로상회광명소하직영점,dokyo ilsig,삼겹살,37.4472159,126.8844829
238,광명시,촌장골주식회사,chonjang-goljusighoesa,갈비구이,37.4472439,126.8854321
239,광명시,취향,chwihyang,"짜장면, 짬뽕",37.4770122,126.8679301
240,광명시,김명태(철산점),gimmyeongtae(cheolsanjeom),0,37.4749324,126.8692679
241,광명시,능이백숙누룽지백숙대가,neung-ibaegsugnulungjibaegsugdaega,삼겹살,37.4528524,126.8644813
242,광명시,소담촌,sodamchon,0,37.4481323,126.8819613
243,광명시,추오정남원추어탕,yesgolgamasotppyeodagwi,추어탕,37.4519321,126.8633755
244,광명시,두끼철산씨지브이점,dukkicheolsanssijibeu-ijeom,0,37.475014,126.8697086
245,광명시,못난이뽈찜아구찜,seusinami,0,37.4799588,126.8532386
246,광명시,민속보리밥,minsogbolibab,0,37.4520212,126.8624825
247,광명시,사조참치,sajochamchi,0,37.4481323,126.8819613
248,광명시,서울경복궁,seoulgyeongboggung,갈비구이,37.4132174,126.8808766
249,광명시,스시가든엔예스카페,seusigadeun-en-yeseukape,0,37.475462,126.8675146
250,광명시,와규명장,wagyumyeongjang,갈비구이,37.4797413,126.8522668
251,광명시,철산명가,cheolsanmyeong-ga,불고기,37.4882674,126.8695155
252,광명시,철산명가유황오리앤양마루,cheolsanmyeong-gayuhwang-oliaen-yangmalu,0,37.4882674,126.8695155
253,광명시,동원참치회,dong-wonchamchihoe,0,37.4749582,126.8681825
254,광명시,백두산명태집,baegdusanmyeongtaejib,0,37.4768184,126.8565461
255,광명시,초원갈비,chowongalbi,갈비구이,37.4899825,126.8644807
256,광명시,삼미감자탕,sammigamjatang,감자탕,37.4734327,126.8509907
257,광명시,서해박속낙지전문점,seonbimugjib,곰탕_설렁탕,37.4812052,126.8486007
258,광명시,광명참숯화로구이,gwangmyeongchamsuchhwalogu-i,갈비구이,37.4776839,126.8569288
259,광명시,카리브참치,kalibeuchamchi,0,37.4747347,126.8697656
260,광명시,맛나감자탕,masnagamjatang,감자탕,37.4483229,126.8832946
261,광명시,소들녘,sodeulnyeok,갈비구이,37.476325,126.8658512
262,광명시,이바돔감자탕 광명소하점,ibadomgamjatang gwangmyeongsohajeom,감자탕,37.4478551,126.8840073
263,광명시,청평민물매운탕,cheongpyeongminmulmaeuntang,매운탕,37.4532666,126.8642093
264,광명시,킹콩부대찌개광명사거리역점,kingkongbudaejjigaegwangmyeongsageoliyeogjeom,"보쌈, 족발",37.4796804,126.8539628
265,광명시,풍원장,pung-wonjang,불고기,37.424077,126.8834009
266,광명시,1961안동본가국밥,1961andongbongagugbab,장어구이,37.4747894,126.8703195
267,광명시,채움갈비,chaeumgalbi,갈비구이,37.4631322,126.8802643
268,광명시,철산감자탕분점,cheolsangamjatangbunjeom,감자탕,37.4740143,126.8701287
269,광명시,광명철산역2호 맛찬들왕소금구이,gwangmyeongcheolsan-yeog2ho maschandeul-wangsogeumgu-i,삼겹살,37.4744349,126.8675391
270,광명시,꽃피다한우,kkochpidahan-u,갈비구이,37.4472163,126.8849236
271,광명시,돼지집,dwaejijib,제육볶음,37.4358556,126.8858228
272,광명시,상상초월,sangsangchowol,갈비구이,37.4348835,126.8780167
273,광명시,명동칼국수,myeongdongkalgugsu,칼국수,37.4751822,126.8670629
274,광명시,명태어장칼국수,myeongtaeeojangkalgugsu,칼국수,37.4615725,126.8792948
275,광명시,고향마실,gohyangmasil,0,37.4614912,126.8791254
276,광명시,사조참치,sajochamchi,0,37.4752127,126.8701266
277,광명시,"시골보쌈, 족발앤감자옹심이","sigolbossam, jogbal-aengamjaongsim-i","보쌈, 족발",37.4757062,126.8683508
278,광명시,오대양참치,odaeyangchamchi,0,37.4758523,126.8700689
279,광명시,채상궁(광명점),dongsuwongalbi,0,37.4799027,126.8516786
280,광명시,한본삼계탕,hanbonsamgyetang,삼계탕,37.4742926,126.8692351
281,광명시,횟집도화,sinsuwongadeun,매운탕,37.4751301,126.8687927
282,광명시,"호남송사리매운탕,신등촌샤브칼국수","honamsongsalimaeuntang,sindeungchonsyabeukalgugsu",매운탕,37.4764357,126.8680668
283,광명시,발쌈탕,balssamtang,감자탕,37.461735,126.8795997
284,광명시,본가갈비,bongagalbi,갈비구이,37.4750125,126.8684312
285,광주시,유대감집,yudaegamjib,매운탕,37.4946045,127.3019439
286,광주시,사마루오리탕집,samaluolitangjib,훈제오리,37.4264499,127.3102475
287,광주시,퇴촌왕갈비,toechon-wang-galbi,갈비구이,37.4635225,127.3250822
288,광주시,오포송어횟집,oposong-eohoesjib,0,37.3683958,127.2317892
289,광주시,동래복국,donglaeboggug,0,37.3598431,127.1475117
290,광주시,강남300CC점 클럽하우스,gangnam300CCjeom keulleobhauseu,불고기,37.3858627,127.1816284
291,광주시,본가소머리국밥,bongasomeoligugbab,곰탕_설렁탕,37.3476775,127.3484674
292,광주시,사랑방소머리국밥,salangbangsomeoligugbab,곰탕_설렁탕,37.3504518,127.3393608
293,광주시,수와연,suwayeon,불고기,37.4987118,127.3024465
294,광주시,해신,haesin,0,37.3698108,127.3039766
295,광주시,가나안농장한우,ganaannongjanghan-u,갈비구이,37.2969941,127.3298631
296,광주시,나물숲향기,namulsuphyang-gi,불고기,37.3596456,127.1468792
297,광주시,맛있는 발효밥상궁뜰,mas-issneun balhyobabsang-gungtteul,불고기,37.3397584,127.3356117
298,광주시,송유향,song-yuhyang,"짜장면, 짬뽕",37.4010033,127.2222885
299,광주시,소풍,sopung,0,37.3369886,127.3033039
300,광주시,피자알볼로 경기광주점,pijaalbollo gyeong-gigwangjujeom,피자,37.4158363,127.2570334
301,광주시,재넘어주막,jaeneom-eojumag,삼계탕,37.4776584,127.1865047
302,광주시,궁평식당,gungpyeongsigdang,제육볶음,37.3378436,127.3209223
303,광주시,하루방가든,halubang-gadeun,0,37.4153885,127.2041777
304,광주시,석산정,seogsanjeong,불고기,37.4787702,127.1841784
305,광주시,예전,yejeon,불고기,37.464196,127.3259102
306,광주시,란이네집,chaghandwaeji gimpogulaejeom,삼겹살,37.3497924,127.3554181
307,광주시,동서소머리국밥집,dongseosomeoligugbabjib,곰탕_설렁탕,37.350154,127.3395288
308,광주시,안의종가집,an-uijong-gajib,추어탕,37.4320568,127.2095666
309,광주시,산마루공원,sanmalugong-won,삼겹살,37.4526084,127.3422703
310,광주시,쇠뫼기,soemoegi,0,37.4778017,127.3510441
311,광주시,천현한우촌,cheonhyeonhan-uchon,삼겹살,37.4220861,127.3148276
312,광주시,내고향숯불갈비,naegohyangsuchbulgalbi,불고기,37.4119457,127.3059976
313,광주시,하나정,hanajeong,0,37.3596235,127.3166345
314,광주시,무봉리토종순대국,mubonglitojongsundaegug,0,37.3446804,127.2127012
315,광주시,강천장어,gangcheonjang-eo,장어구이,37.3786998,127.1691806
316,광주시,마이스터심슨부대찌개,maiseuteosimseunbudaejjigae,0,37.402558,127.2195599
317,광주시,상아궁,sang-agung,불고기,37.4774954,127.187013
318,광주시,거궁,geogung,불고기,37.3939797,127.2802793
